1100
Aaron_Peirsol 1 2 Claudia_Schiffer 3
William_Ford_Jr 2 3 Lene_Espersen 1
William_Ford_Jr 3 4 Shawn_Bradley 1
William_Hochul 1 2 Barbara_Bodine 1
Win_Aung 1 3 Nebojsa_Pavkovic 1
Win_Aung 1 4 Tatjana_Gsell 1
Wolfgang_Schuessel 1 3 Ben_Chandler 1
Wu_Yi 1 3 Christoph_Daum 1
Xanana_Gusmao 2 4 Gilberto_Simoni 1
Xavier_Malisse 2 3 Leland_Chapman 1
Xavier_Malisse 2 4 Jan_Bjoerklund 1
Yann_Martel 1 2 Lee_Yeo-jin 1
Yao_Ming 1 4 Gloria_Trevi 1
Yao_Ming 4 6 Juan_Manuel_Marquez 1
Yasar_Yakis 1 3 Ibrahim_Rugova 1
Yasar_Yakis 3 4 Inga_Hall 1
Yashwant_Sinha 2 3 Tom_Crean 2
Yashwant_Sinha 2 6 Wu_Yi 2
Yoko_Ono 1 2 Charles_Mathews 1
Yoko_Ono 1 4 Jonathan_Karsh 1
Yossi_Beilin 1 2 Yuvraj_Singh 1
Yu_Shyi-kun 3 4 Colin_Jackson 2
Yuri_Fedotov 1 2 Linda_Dano 1
Yuri_Malenchenko 1 2 Matt_Anderson 1
Zhang_Wenkang 1 2 Tom_OBrien 1
Zhu_Rongji 1 9 Sophie 1
Zhu_Rongji 4 7 Rachel_Kempson 1
Zhu_Rongji 4 8 Pier_Ferdinando_Casini 1
Zhu_Rongji 5 6 Carlos_Vives 1
Zinedine_Zidane 2 4 Joe_Darrell 1
